,code,causal_event,causal_type,avg_strength,sentence_nb,text,causal_,caused_
2758,0,"Even though I could n’t see his eyes through his sunglasses , I could have sworn he was staring at me  .",IRAC,3,3,"Even though I could n’t see his eyes through his sunglasses , I could have sworn he was staring at me  . ","Even though I could n’t see his eyes through his sunglasses , ",I could have sworn he was staring at me  .
10481,0,"It was there that , with bombs exploding around us , we had nearly drowned , nearly been torn apart by bullets ; that I had taken a gun and pulled its trigger and killed a man , an act still incomprehensible to me ; that we had lost Miss Peregrine and got her back again — snatched from the steel jaws of a submarine — though the Miss Peregrine who was returned to us was damaged , in need of help we did n’t know how to give  .",IRAC,3,1,"It was there that , with bombs exploding around us , we had nearly drowned , nearly been torn apart by bullets ; that I had taken a gun and pulled its trigger and killed a man , an act still incomprehensible to me ; that we had lost Miss Peregrine and got her back again — snatched from the steel jaws of a submarine — though the Miss Peregrine who was returned to us was damaged , in need of help we did n’t know how to give  . ","It was there that , with bombs exploding around us , we had nearly drowned , nearly been torn apart by bullets","Miss Peregrine who was returned to us was damaged , in need of help we did n’t know how to give  ."
10339,0,"splish Anyway , I was looking forward to going to the beach because I ’m finally tall enough to go on the Cranium Shaker , which is this really awesome ride that ’s on the boardwalk  ._Rodrick ’s been on the Cranium Shaker at least a hundred times , and he says you ca n’t call yourself a man until you ride it  .",IREC,3,1_2,"splish Anyway , I was looking forward to going to the beach because I ’m finally tall enough to go on the Cranium Shaker , which is this really awesome ride that ’s on the boardwalk  . Rodrick ’s been on the Cranium Shaker at least a hundred times , and he says you ca n’t call yourself a man until you ride it  . ","splish Anyway , I was looking forward to going to the beach because I ’m finally tall enough to go on the Cranium Shaker , which is this really awesome ride that ’s on the boardwalk  .","Rodrick ’s been on the Cranium Shaker at least a hundred times , and he says you ca n’t call yourself a man until you ride it  ."
1300,0,"Both of his hands , as a matter of fact , worked , along with much of him  ._I want to start taking pictures he said and I told him that was a great idea and so I bought him a camera , a digital Leica as all cameras are digital now , he making a mock complaint about wanting film , I want the chemicals and all , he said , but finally made nothing of it , holding the camera in his lap , failing to look through the eyepiece or at the little screen , and snapping away  .",IREC,3,2_3,"Both of his hands , as a matter of fact , worked , along with much of him  . I want to start taking pictures he said and I told him that was a great idea and so I bought him a camera , a digital Leica as all cameras are digital now , he making a mock complaint about wanting film , I want the chemicals and all , he said , but finally made nothing of it , holding the camera in his lap , failing to look through the eyepiece or at the little screen , and snapping away  . ","Both of his hands , as a matter of fact , worked , along with much of him  .","I want the chemicals and all , he said , but finally made nothing of it ,"
3125,0,"He was n’t technically my boyfriend anymore — he ’d broken up with me before my name was even drawn for the Selection — but when he showed up at the palace as one of the guards , all the feelings I ’d been trying to let go of flooded my heart  .",IRAC,3,1,"He was n’t technically my boyfriend anymore — he ’d broken up with me before my name was even drawn for the Selection — but when he showed up at the palace as one of the guards , all the feelings I ’d been trying to let go of flooded my heart  . ",He was n’t technically my boyfriend anymore — he ’d broken up with me before my name was even drawn for the Selection ,"when he showed up at the palace as one of the guards , all the feelings I ’d been trying to let go of flooded my heart  ."
3054,0,"It was a sad , dreary-looking island at the first view , and I thought that no one could dwell in it ; but as I looked closer at its shores , I saw that they were covered with children at play  ._I saw no grown people among them ; but the children were all busy -- some picking up shells ; some playing with the bright-coloured berries of a prickly dwarf-plant which grew upon those sands ; some watching the waves as they ran up and then fell back again on that shore ; some running after the sea-birds , which ran with quick light feet along the wet sand , and ever flew off , skimming just along the wave-top , and uttering a quick sharp note as the children came close upon them : -- so some sported in one way , and some in another , but all were busily at play  .",IREC,3,1_3,"It was a sad , dreary-looking island at the first view , and I thought that no one could dwell in it ; but as I looked closer at its shores , I saw that they were covered with children at play  . I saw no grown people among them ; but the children were all busy -- some picking up shells ; some playing with the bright-coloured berries of a prickly dwarf-plant which grew upon those sands ; some watching the waves as they ran up and then fell back again on that shore ; some running after the sea-birds , which ran with quick light feet along the wet sand , and ever flew off , skimming just along the wave-top , and uttering a quick sharp note as the children came close upon them : -- so some sported in one way , and some in another , but all were busily at play  . ","It was a sad , dreary-looking island at the first view , and I thought that no one could dwell in it ; but as I looked closer at its shores , I saw that they were covered with children at play  .",I saw no grown people among them ; but the children were all busy 
3702,0,"It ’s really amazing , is n’t it ?Someone can trigger your sexual identity crisis and not have a clue they ’re doing it  .",IREC,3,1_2,"It ’s really amazing , is n’t it ?Someone can trigger your sexual identity crisis and not have a clue they ’re doing it  . ","It ’s really amazing , is n’t it ?",Someone can trigger your sexual identity crisis and not have a clue they ’re doing it  .
12303,0,"To that group , bound together by a mutual sympathy in each other 's joys and fleeting sorrows , it may not be uninteresting to recall the days of """""""" Auld Lang Syne  ._""""""""But the bright and beautiful so far prevail over the rest , that such only need be recalled ; and while enjoying those sweet remembrances , let us be merry and glad together  .",IREC,3,1_3,"To that group , bound together by a mutual sympathy in each other 's joys and fleeting sorrows , it may not be uninteresting to recall the days of """""""" Auld Lang Syne  .  """"""""But the bright and beautiful so far prevail over the rest , that such only need be recalled ; and while enjoying those sweet remembrances , let us be merry and glad together  . ","To that group , bound together by a mutual sympathy in each other 's joys and fleeting sorrows , it may not be uninteresting to recall the days of """""""" Auld Lang Syne  .","""""""""But the bright and beautiful so far prevail over the rest , that such only need be recalled ; and while enjoying those sweet remembrances , let us be merry and glad together  ."
6879,0,"She was sticking needles into the white gown of a young bride whose wedding would take place in a small chapel with an electronic recording of pitiful bells scratching like an old 1930s record , and whose father had accepted a middle-aged Canadian engineer for a son-in-law , and whose mother was busy making dough and gathering chairs and cutting parsley for the big day , and whose brother was planning to fire his gun in the air in celebration of his sister ’s official deflowering , and whose cousin would drive her , in his long , polished car , to the church and then to the ship on the Mediterranean Sea  ._The sea that is filled with pharaoh tears , pirate ship wreckage , slave bones , flowing rivers of sewage , and French tampons  .",IREC,3,1_2,"She was sticking needles into the white gown of a young bride whose wedding would take place in a small chapel with an electronic recording of pitiful bells scratching like an old 1930s record , and whose father had accepted a middle-aged Canadian engineer for a son-in-law , and whose mother was busy making dough and gathering chairs and cutting parsley for the big day , and whose brother was planning to fire his gun in the air in celebration of his sister ’s official deflowering , and whose cousin would drive her , in his long , polished car , to the church and then to the ship on the Mediterranean Sea  . The sea that is filled with pharaoh tears , pirate ship wreckage , slave bones , flowing rivers of sewage , and French tampons  . ",She was sticking needles into the white gown of a young bride whose wedding would take place in a small chapel with an electronic recording of pitiful bells scratching like an old 1930s record ,"The sea that is filled with pharaoh tears , pirate ship wreckage , slave bones , flowing rivers of sewage , and French tampons  ."
11234,0,When my dad started talking to me about coins — I must have been in the first or second grade at the time — he spoke to me like an equal  .,IRAC,3,3,When my dad started talking to me about coins — I must have been in the first or second grade at the time — he spoke to me like an equal  . ,When my dad started talking to me about coins — I must have been in the first or second grade at the time ,he spoke to me like an equal  .
1124,0,"I want to start taking pictures he said and I told him that was a great idea and so I bought him a camera , a digital Leica as all cameras are digital now , he making a mock complaint about wanting film , I want the chemicals and all , he said , but finally made nothing of it , holding the camera in his lap , failing to look through the eyepiece or at the little screen , and snapping away  .",IRAC,3,3,"I want to start taking pictures he said and I told him that was a great idea and so I bought him a camera , a digital Leica as all cameras are digital now , he making a mock complaint about wanting film , I want the chemicals and all , he said , but finally made nothing of it , holding the camera in his lap , failing to look through the eyepiece or at the little screen , and snapping away  . ","I want to start taking pictures he said and I told him that was a great idea and so I bought him a camera , a digital Leica as all cameras are digital now , he making a mock complaint about wanting film ,"," I want the chemicals and all , he said , but finally made nothing of it , holding the camera in his lap , failing to look through the eyepiece or at the little screen , and snapping away  ."
4670,0,"Now , the winning of these three events would make Granby """""""" champion """""""" for the year , a position greatly desired by these athletes of thirteen and fourteen years ; and when Granby sallied forth on the afternoon of the great day , equipped in his racing garments , he carried an ambitious and an intensely-agitated heart within his buttoned-up greatcoat , being resolved to win that championship or perish in the attempt  ._Noel was not great at athletic sports , though an excellent cricketer , and more than pretty good at football  .",IREC,3,1_2,"Now , the winning of these three events would make Granby """""""" champion """""""" for the year , a position greatly desired by these athletes of thirteen and fourteen years ; and when Granby sallied forth on the afternoon of the great day , equipped in his racing garments , he carried an ambitious and an intensely-agitated heart within his buttoned-up greatcoat , being resolved to win that championship or perish in the attempt  . Noel was not great at athletic sports , though an excellent cricketer , and more than pretty good at football  . "," he carried an ambitious and an intensely-agitated heart within his buttoned-up greatcoat , being resolved to win that championship or perish in the attempt  .","Noel was not great at athletic sports , though an excellent cricketer , and more than pretty good at football  ."
4722,0,"Now , the winning of these three events would make Granby """""""" champion """""""" for the year , a position greatly desired by these athletes of thirteen and fourteen years ; and when Granby sallied forth on the afternoon of the great day , equipped in his racing garments , he carried an ambitious and an intensely-agitated heart within his buttoned-up greatcoat , being resolved to win that championship or perish in the attempt  ._He therefore officiated as referee or judge on this occasion , not having entered for the races  .",IREC,3,1_3,"Now , the winning of these three events would make Granby """""""" champion """""""" for the year , a position greatly desired by these athletes of thirteen and fourteen years ; and when Granby sallied forth on the afternoon of the great day , equipped in his racing garments , he carried an ambitious and an intensely-agitated heart within his buttoned-up greatcoat , being resolved to win that championship or perish in the attempt  . He therefore officiated as referee or judge on this occasion , not having entered for the races  . ","he carried an ambitious and an intensely-agitated heart within his buttoned-up greatcoat , being resolved to win that championship or perish in the attempt  .","He therefore officiated as referee or judge on this occasion , not having entered for the races  ."
15201,0,"We find him in command of a splendid schooner of one hundred guns , loaded to the muzzle , ' ere yet he had had a party in honour of his tenth birthday  ._Not getting it , he privately withdrew his haughty spirit from such low company , bought a second-hand pocket-pistol , folded up some sandwiches in a paper bag , made a bottle of Spanish liquorice-water , and entered on a career of valour  .",IREC,3,1_3,"We find him in command of a splendid schooner of one hundred guns , loaded to the muzzle , ' ere yet he had had a party in honour of his tenth birthday  . Not getting it , he privately withdrew his haughty spirit from such low company , bought a second-hand pocket-pistol , folded up some sandwiches in a paper bag , made a bottle of Spanish liquorice-water , and entered on a career of valour  . ","We find him in command of a splendid schooner of one hundred guns , loaded to the muzzle , ' ere yet he had had a party in honour of his tenth birthday  .","Not getting it , he privately withdrew his haughty spirit from such low company , bought a second-hand pocket-pistol , folded up some sandwiches in a paper bag , made a bottle of Spanish liquorice-water , and entered on a career of valour  ."
9333,0,My hand went to the lump in my pocket and the weight of the responsibility I carried made me feel years older than the girls on the field  ._The bus line ended near an old brewery that went out of business two years ago and I jumped off in front of the padlocked gates  .,IREC,3,2_3,My hand went to the lump in my pocket and the weight of the responsibility I carried made me feel years older than the girls on the field  . The bus line ended near an old brewery that went out of business two years ago and I jumped off in front of the padlocked gates  . ,My hand went to the lump in my pocket and the weight of the responsibility I carried made me feel years older than the girls on the field  .,The bus line ended near an old brewery that went out of business two years ago and I jumped off in front of the padlocked gates  .
2784,0,"“ Engage , ” said Morgan , and the spider unfurled its knives  ._CHAPTER FOUR “ Disengage that last hose , ” said Heron  .",IREC,3,1_2,"“ Engage , ” said Morgan , and the spider unfurled its knives  . CHAPTER FOUR “ Disengage that last hose , ” said Heron  . ","“ Engage , ” said Morgan , and the spider unfurled its knives  .","CHAPTER FOUR “ Disengage that last hose , ” said Heron  ."
5775,0,"But when I look in the mirror sometimes , in the morning you see , when I ’m still sleepy ( I ’m not a good riser — not that I ’m lazy , mind , I try not to be , but in the morning I find it hard to find my feet , I even get dizzy sometimes ) , I catch sight of the eye , hanging there in the mirror , and , well , for a moment I myself do n’t know what to do with it  .",IRAC,3,1,"But when I look in the mirror sometimes , in the morning you see , when I ’m still sleepy ( I ’m not a good riser — not that I ’m lazy , mind , I try not to be , but in the morning I find it hard to find my feet , I even get dizzy sometimes ) , I catch sight of the eye , hanging there in the mirror , and , well , for a moment I myself do n’t know what to do with it  . ","But when I look in the mirror sometimes , in the morning you see , when I ’m still sleepy ( I ’m not a good riser — not that I ’m lazy , mind , I try not to be , but in the morning I find it hard to find my feet , I even get dizzy sometimes ) "," I catch sight of the eye , hanging there in the mirror , and , well , for a moment I myself do n’t know what to do with it  ."
11292,0,"A coyote howls in the distance , a sound both lonely and familiar , and I sigh , allowing my eyes to close  ._The faraway coyote howls again and this time is answered by a train whistle  .",IREC,3,1_3,"A coyote howls in the distance , a sound both lonely and familiar , and I sigh , allowing my eyes to close  . The faraway coyote howls again and this time is answered by a train whistle  . ","A coyote howls in the distance , a sound both lonely and familiar , and I sigh , allowing my eyes to close  .",The faraway coyote howls again and this time is answered by a train whistle  .
11802,0,"I wish I could go in and say , Devon I ’m hungry , and he ’d grin so his dimples show and he ’d say , You and me both , and we ’d go find Dad and order pizza because it ’s Thursday and we ’d eat warm drippy extra-cheese pizza in front of Wheel of Fortune and Jeopardy  ._That reminds me how hungry I am so I go find Dad  .",IREC,3,1_2,"I wish I could go in and say , Devon I ’m hungry , and he ’d grin so his dimples show and he ’d say , You and me both , and we ’d go find Dad and order pizza because it ’s Thursday and we ’d eat warm drippy extra-cheese pizza in front of Wheel of Fortune and Jeopardy  . That reminds me how hungry I am so I go find Dad  . ","I wish I could go in and say , Devon I ’m hungry , and he ’d grin so his dimples show and he ’d say , You and me both , and we ’d go find Dad and order pizza because it ’s Thursday and we ’d eat warm drippy extra-cheese pizza in front of Wheel of Fortune and Jeopardy  .",That reminds me how hungry I am so I go find Dad  .
4435,0,"He undressed , not quickly as his mother had told him , I fear , standing at the curtainless window and staring out , up rather , where the clouds were still fussing about """""""" as if they were dusting the moon 's face , """""""" said Gratian to himself , laughing softly at this new fancy  .",IRAC,3,2,"He undressed , not quickly as his mother had told him , I fear , standing at the curtainless window and staring out , up rather , where the clouds were still fussing about """""""" as if they were dusting the moon 's face , """""""" said Gratian to himself , laughing softly at this new fancy  . ",He undressed ," the clouds were still fussing about """""""" as if they were dusting the moon 's face , """""""" said Gratian to himself , laughing softly at this new fancy  ."
12318,0,"“ Well , in the School for Good , they teach boys and girls like me how to become heroes and princesses , how to rule kingdoms justly , how to find Happily Ever After , ” Sophie said  .",IRAC,3,2,"“ Well , in the School for Good , they teach boys and girls like me how to become heroes and princesses , how to rule kingdoms justly , how to find Happily Ever After , ” Sophie said  . ","“ Well , in the School for Good , they teach boys and girls like me how to become heroes and princesses ,"," how to rule kingdoms justly , how to find Happily Ever After , ” Sophie said  ."
12749,0,"But when the light of the setting sun came streaming through the great window in the west , and kindling up the picture of Christ healing the sick , his soul would leap up for joy , a new light would come into his eyes , and this thought would rise within him like a song -- """""""" The Golden Age itself -- the Age into which all other Ages open and look back -- is pictured there  ._""""""""He would begin to think of the poor lives they were leading  .",IREC,3,1_3,"But when the light of the setting sun came streaming through the great window in the west , and kindling up the picture of Christ healing the sick , his soul would leap up for joy , a new light would come into his eyes , and this thought would rise within him like a song -- """""""" The Golden Age itself -- the Age into which all other Ages open and look back -- is pictured there  .  """"""""He would begin to think of the poor lives they were leading  . ","But when the light of the setting sun came streaming through the great window in the west , and kindling up the picture of Christ healing the sick , his soul would leap up for joy , a new light would come into his eyes","""""""""He would begin to think of the poor lives they were leading  ."
7602,0,Part of me wanted to leap out of my chair and pop the guy with a right hook for trying to make me relive the single worst day of my life  .,IRAC,3,1,Part of me wanted to leap out of my chair and pop the guy with a right hook for trying to make me relive the single worst day of my life  . ,Part of me wanted to leap out of my chair and pop the guy with a right hook.,make me relive the single worst day of my life  
2961,0,"A soft white sand formed its beach , and there these children played  ._I saw no grown people among them ; but the children were all busy -- some picking up shells ; some playing with the bright-coloured berries of a prickly dwarf-plant which grew upon those sands ; some watching the waves as they ran up and then fell back again on that shore ; some running after the sea-birds , which ran with quick light feet along the wet sand , and ever flew off , skimming just along the wave-top , and uttering a quick sharp note as the children came close upon them : -- so some sported in one way , and some in another , but all were busily at play  .",IREC,3,2_3,"A soft white sand formed its beach , and there these children played  . I saw no grown people among them ; but the children were all busy -- some picking up shells ; some playing with the bright-coloured berries of a prickly dwarf-plant which grew upon those sands ; some watching the waves as they ran up and then fell back again on that shore ; some running after the sea-birds , which ran with quick light feet along the wet sand , and ever flew off , skimming just along the wave-top , and uttering a quick sharp note as the children came close upon them : -- so some sported in one way , and some in another , but all were busily at play  . ","A soft white sand formed its beach , and there these children played  .",some watching the waves as they ran up and then fell back again on that shore 
15472,0,"And now one word about the sixth book of this series  ._Trembling with a deep responsibility , I have ventured to write a fairy story , ( that enchanted ground for the little ones , ) through the whole of which I trust this thread of my theory has run _ unbroken _  .",IREC,3,2_3,"And now one word about the sixth book of this series  . Trembling with a deep responsibility , I have ventured to write a fairy story , ( that enchanted ground for the little ones , ) through the whole of which I trust this thread of my theory has run _ unbroken _  . ",And now one word about the sixth book of this series  .,"Trembling with a deep responsibility , I have ventured to write a fairy story , ( that enchanted ground for the little ones , ) through the whole of which I trust this thread of my theory has run "
1702,0,A zealous prosecutor might use one section of the video as the basis for a charge of attempted murder  ._He had all but asphyxiated her during the rape when he had excitedly pressed a pillow over her face  .,IREC,3,2_3,A zealous prosecutor might use one section of the video as the basis for a charge of attempted murder  . He had all but asphyxiated her during the rape when he had excitedly pressed a pillow over her face  . ,A zealous prosecutor might use one section of the video as the basis for a charge of attempted murder  .,He had all but asphyxiated her during the rape when he had excitedly pressed a pillow over her face  .
3614,0,"There was never a Dove who would be a Swallow if he could , yet the plump , quiet , gray and white Doves dearly love the dashing Swallows , and happy is the Squab who can get a Swallow to tell him stories of the great world  . """"""""_Is n't it good to be home , home , home ! """"""""",IREC,3,1_2,"There was never a Dove who would be a Swallow if he could , yet the plump , quiet , gray and white Doves dearly love the dashing Swallows , and happy is the Squab who can get a Swallow to tell him stories of the great world  . """""""" Is n't it good to be home , home , home ! """""""" sang one Swallow  . ","There was never a Dove who would be a Swallow if he could , yet the plump , quiet , gray and white Doves dearly love the dashing Swallows , and happy is the Squab who can get a Swallow to tell him stories of the great world  . """"""""","Is n't it good to be home , home , home ! """""""""
2787,0,"“ Engage , ” said Morgan , and the spider unfurled its knives  ._CHAPTER FOUR “ Disengage that last hose , ” said Heron  .",IREC,3,1_2,"“ Engage , ” said Morgan , and the spider unfurled its knives  . CHAPTER FOUR “ Disengage that last hose , ” said Heron  . ","“ Engage , ” said Morgan , and the spider unfurled its knives  .","CHAPTER FOUR “ Disengage that last hose , ” said Heron  ."
7490,0,"This was more than the mother thought right to give for the doll ; and she told the man so , very politely  ._He was a very wise man , and what is more and better , kept a toy shop , because he loved children dearly ; so he put his head on one side , and thought ; then he looked out of the corner of his eye at the lady , and saw what a pleasant , sweet expression was on her face ; then he thought again -- this time , how disappointed the sweet little girl at home would be , if she knew her mother was out looking for a doll for her , and came home without one ; and then he said , """""""" What do you think the doll is worth ? """"""""",IREC,3,1_2,"This was more than the mother thought right to give for the doll ; and she told the man so , very politely  . He was a very wise man , and what is more and better , kept a toy shop , because he loved children dearly ; so he put his head on one side , and thought ; then he looked out of the corner of his eye at the lady , and saw what a pleasant , sweet expression was on her face ; then he thought again -- this time , how disappointed the sweet little girl at home would be , if she knew her mother was out looking for a doll for her , and came home without one ; and then he said , """""""" What do you think the doll is worth ? """"""""","This was more than the mother thought right to give for the doll ; and she told the man so , very politely  .","He was a very wise man , and what is more and better , kept a toy shop , because he loved children dearly "
6732,0,"Very , very little children must not read this story ; for they can not understand it : they will not know what is meant by a liar and a boy of truth  ._Very little children , when they are asked a question , say """""""" yes , """""""" and """""""" no , """""""" without knowing the meaning of the words ; but you , children , who can speak quite plain , and who can tell , by words , what you wish for , and what you want , and what you have seen , and what you have done ; you who understand what is meant by the words """""""" I have done it , """""""" or """""""" I have not , """""""" you may read this story ; for -- you can understand it  .",IREC,3,1_2,"Very , very little children must not read this story ; for they can not understand it : they will not know what is meant by a liar and a boy of truth  . Very little children , when they are asked a question , say """""""" yes , """""""" and """""""" no , """""""" without knowing the meaning of the words ; but you , children , who can speak quite plain , and who can tell , by words , what you wish for , and what you want , and what you have seen , and what you have done ; you who understand what is meant by the words """""""" I have done it , """""""" or """""""" I have not , """""""" you may read this story ; for -- you can understand it  . ","Very , very little children must not read this story ; for they can not understand it : they will not know what is meant by a liar and a boy of truth  .","Very little children , when they are asked a question , say """""""" yes , """""""" and """""""" no , """""""" without knowing the meaning of the words "
6523,0,"Another man wearing a coat and pajamas like my father lay dead in the middle of the street , a pool of darkness spreading beneath him , glinting in the streetlights  ._“ Jews are reminded that under the new rules , anyone caught outside their homes after curfew will be shot on sight !",IREC,3,1_3,"Another man wearing a coat and pajamas like my father lay dead in the middle of the street , a pool of darkness spreading beneath him , glinting in the streetlights  . “ Jews are reminded that under the new rules , anyone caught outside their homes after curfew will be shot on sight ! ” the officer yelled  . ","Another man wearing a coat and pajamas like my father lay dead in the middle of the street , a pool of darkness spreading beneath him , glinting in the streetlights  .","“ Jews are reminded that under the new rules , anyone caught outside their homes after curfew will be shot on sight !"
1030,0,"Jerry had gotten the water turned off to the bathroom upstairs , and for two hours he had been staring at the pipes and fixtures , trying to decide how to proceed  ._When he saw Holroyd , he called it quits and came down and sat on the other side of the cooler Holroyd had dragged out onto the tailgate  .",IREC,3,1_3,"Jerry had gotten the water turned off to the bathroom upstairs , and for two hours he had been staring at the pipes and fixtures , trying to decide how to proceed  . When he saw Holroyd , he called it quits and came down and sat on the other side of the cooler Holroyd had dragged out onto the tailgate  . ","Jerry had gotten the water turned off to the bathroom upstairs , and for two hours he had been staring at the pipes and fixtures , trying to decide how to proceed  .","When he saw Holroyd , he called it quits and came down and sat on the other side of the cooler Holroyd had dragged out onto the tailgate  ."
7518,0,"This was more than the mother thought right to give for the doll ; and she told the man so , very politely  ._He was a very wise man , and what is more and better , kept a toy shop , because he loved children dearly ; so he put his head on one side , and thought ; then he looked out of the corner of his eye at the lady , and saw what a pleasant , sweet expression was on her face ; then he thought again -- this time , how disappointed the sweet little girl at home would be , if she knew her mother was out looking for a doll for her , and came home without one ; and then he said , """""""" What do you think the doll is worth ? """"""""",IREC,3,1_2,"This was more than the mother thought right to give for the doll ; and she told the man so , very politely  . He was a very wise man , and what is more and better , kept a toy shop , because he loved children dearly ; so he put his head on one side , and thought ; then he looked out of the corner of his eye at the lady , and saw what a pleasant , sweet expression was on her face ; then he thought again -- this time , how disappointed the sweet little girl at home would be , if she knew her mother was out looking for a doll for her , and came home without one ; and then he said , """""""" What do you think the doll is worth ? """"""""","This was more than the mother thought right to give for the doll ; and she told the man so , very politely  .","then he said , """""""" What do you think the doll is worth ? """""""""
15253,0,"She liked capital letters and some semblance of punctuation , and the margin for error on the handheld device was too great  ._She realized that she needed a password to access the Watkinses ’ network  .",IREC,3,1_3,"She liked capital letters and some semblance of punctuation , and the margin for error on the handheld device was too great  . She realized that she needed a password to access the Watkinses ’ network  . ","She liked capital letters and some semblance of punctuation , and the margin for error on the handheld device was too great  .",She realized that she needed a password to access the Watkinses ’ network  .
3561,0,"A little farther on , but close at hand , is a cloister with beautiful marble columns and tombs , and a colossal wood-carved Calvary , and beside that a small and very rich chapel ; indeed , so full is the little town of the undisturbed past , that to walk in it is like opening a missal of the Middle Ages , all emblazoned and illuminated with saints and warriors , and it is so clean , and so still , and so noble , by reason of its monuments and its historic color , that I marvel much no one has ever cared to sing its praises  ._In this little town a few years ago August Strehla lived with his people in the stone-paved , irregular square where the grand church stands  .",IREC,3,1_3,"A little farther on , but close at hand , is a cloister with beautiful marble columns and tombs , and a colossal wood-carved Calvary , and beside that a small and very rich chapel ; indeed , so full is the little town of the undisturbed past , that to walk in it is like opening a missal of the Middle Ages , all emblazoned and illuminated with saints and warriors , and it is so clean , and so still , and so noble , by reason of its monuments and its historic color , that I marvel much no one has ever cared to sing its praises  . In this little town a few years ago August Strehla lived with his people in the stone-paved , irregular square where the grand church stands  . ", I marvel much no one has ever cared to sing its praises  .,"In this little town a few years ago August Strehla lived with his people in the stone-paved , irregular square where the grand church stands  ."
3936,0,"His friend should be here by now  ._I took another one of those deep breaths , reminding myself to calm down  .",IREC,3,2_3,"His friend should be here by now  . I took another one of those deep breaths , reminding myself to calm down  . ",His friend should be here by now  .,"I took another one of those deep breaths , reminding myself to calm down  ."
4940,0,"The Game of the Earthly Paradise was received with great delight by the readers of the story ; one family of children adopted the word """""""" Mary-meadowing """""""" to describe the work which they did towards beautifying hedges and bare places ; and my sister received many letters of enquiry about the various plants mentioned in her tale  ._These she answered in the _ Correspondence _ columns of the Magazine , and in July 1884 , it was suggested that a """""""" Parkinson Society """""""" should be formed , whose objects were """""""" to search out and cultivate old garden flowers which have become scarce ; to exchange seeds and plants ; to plant waste places with hardy flowers ; to circulate books on gardening amongst the Members ; """""""" and further , """""""" to try to prevent the extermination of rare wild flowers , as well as of garden treasures  .  """"""""",IREC,3,1_2,"The Game of the Earthly Paradise was received with great delight by the readers of the story ; one family of children adopted the word """""""" Mary-meadowing """""""" to describe the work which they did towards beautifying hedges and bare places ; and my sister received many letters of enquiry about the various plants mentioned in her tale  . These she answered in the _ Correspondence _ columns of the Magazine , and in July 1884 , it was suggested that a """""""" Parkinson Society """""""" should be formed , whose objects were """""""" to search out and cultivate old garden flowers which have become scarce ; to exchange seeds and plants ; to plant waste places with hardy flowers ; to circulate books on gardening amongst the Members ; """""""" and further , """""""" to try to prevent the extermination of rare wild flowers , as well as of garden treasures  .  """"""""","The Game of the Earthly Paradise was received with great delight by the readers of the story ; one family of children adopted the word """""""" Mary-meadowing """""""" to describe the work which they did towards beautifying hedges and bare places ; and my sister received many letters of enquiry about the various plants mentioned in her tale  .",These she answered in the 
10765,0,"Its rulingclass victim had renounced her victimhood , disavowing the very self that had been victimized and thereby annulling the crime that millions had been convinced took place  ._Thus the SLA ’s greatest success — the abduction and conversion of Alice Daniels Galton — a success that had brought it fame and notoriety and the power to make extortionate demands also clearly marked its limitations as well , for if Alice Daniels Galton was human enough to disappear into a new identity as one of the People , what did that say about the “ fascist insect ” ?",IREC,3,1_2,"Its rulingclass victim had renounced her victimhood , disavowing the very self that had been victimized and thereby annulling the crime that millions had been convinced took place  . Thus the SLA ’s greatest success — the abduction and conversion of Alice Daniels Galton — a success that had brought it fame and notoriety and the power to make extortionate demands also clearly marked its limitations as well , for if Alice Daniels Galton was human enough to disappear into a new identity as one of the People , what did that say about the “ fascist insect ” ?","Its rulingclass victim had renounced her victimhood , disavowing the very self that had been victimized and thereby annulling the crime that millions had been convinced took place  .",what did that say about the “ fascist insect ” ?
5458,0,He did n’t expect it to be or want it to be  .,IRAC,3,1,He did n’t expect it to be or want it to be  . ,He did n’t expect it to be  ., want it to be
15191,0,"We find him in command of a splendid schooner of one hundred guns , loaded to the muzzle , ' ere yet he had had a party in honour of his tenth birthday  ._Not getting it , he privately withdrew his haughty spirit from such low company , bought a second-hand pocket-pistol , folded up some sandwiches in a paper bag , made a bottle of Spanish liquorice-water , and entered on a career of valour  .",IREC,3,1_3,"We find him in command of a splendid schooner of one hundred guns , loaded to the muzzle , ' ere yet he had had a party in honour of his tenth birthday  . Not getting it , he privately withdrew his haughty spirit from such low company , bought a second-hand pocket-pistol , folded up some sandwiches in a paper bag , made a bottle of Spanish liquorice-water , and entered on a career of valour  . ","We find him in command of a splendid schooner of one hundred guns , loaded to the muzzle , ' ere yet he had had a party in honour of his tenth birthday  .","Not getting it , he privately withdrew his haughty spirit from such low company , bought a second-hand pocket-pistol , folded up some sandwiches in a paper bag , made a bottle of Spanish liquorice-water , and entered on a career of valour  ."
8539,0,“ I ’m your sister  ._That ’s my job  .,IREC,3,2_3,“ I ’m your sister  . That ’s my job  .  ”,“ I ’m your sister  .,That ’s my job  .
12178,0,"I usually come up here at night so that way I ’m closer to the stars , even though it ’s only one story closer  ._I like coming up here during the day too though  .",IREC,3,2_3,"I usually come up here at night so that way I ’m closer to the stars , even though it ’s only one story closer  . I like coming up here during the day too though  . ","I usually come up here at night so that way I ’m closer to the stars , even though it ’s only one story closer  .",I like coming up here during the day too though  .
