,Unnamed: 0,code,filename,causal_event,sentence_nb,causal_type,avg_strength,agreement_score,text,batch_code,label
3444,3444.0,NEG,BimbiStoriesforChild.txt,"A little farther on , but close at hand , is a cloister with beautiful marble columns and tombs , and a colossal wood-carved Calvary , and beside that a small and very rich chapel ; indeed , so full is the little town of the undisturbed past , that to walk in it is like opening a missal of the Middle Ages , all emblazoned and illuminated with saints and warriors , and it is so clean , and so still , and so noble , by reason of its monuments and its historic color , that I marvel much no one has ever cared to sing its praises  .",1,IRAC,3.0,4,"A little farther on , but close at hand , is a cloister with beautiful marble columns and tombs , and a colossal wood-carved Calvary , and beside that a small and very rich chapel ; indeed , so full is the little town of the undisturbed past , that to walk in it is like opening a missal of the Middle Ages , all emblazoned and illuminated with saints and warriors , and it is so clean , and so still , and so noble , by reason of its monuments and its historic color , that I marvel much no one has ever cared to sing its praises .",test1,0.0
6942,9338.0,NEG,ColeTrevorTheFearsomeParticlesPW.txt,"Something serious had happened in Afghanistan , that was obvious , but it was a mystery to Vicki why Gerald needed to get into such a state about it , since it was equally clear , thank goodness , that Kyle had n’t been hurt  .",1,IRAC,3.0,4,"Something serious had happened in Afghanistan , that was obvious , but it was a mystery to Vicki why Gerald needed to get into such a state about it , since it was equally clear , thank goodness , that Kyle had n’t been hurt .",AY,0.0
1590,1590.0,NEG,BehrensPeterLawofDreamsPW.txt,"When they returned , three days later , he knew from their sun-flayed appearance , from the grass in their hair and the scratches on his father ’s face , that they had been roaming , engaging , sleeping on grass , drinking poitin , living on butter and birds ’ eggs  .",1,IRAC,3.0,4,"When they returned , three days later , he knew from their sun-flayed appearance , from the grass in their hair and the scratches on his father ’s face , that they had been roaming , engaging , sleeping on grass , drinking poitin , living on butter and birds ’ eggs .",test1,0.0
5800,5800.0,NEG,VyletaDanTheCrookedMaidPW.txt,"But when I look in the mirror sometimes , in the morning you see , when I ’m still sleepy ( I ’m not a good riser — not that I ’m lazy , mind , I try not to be , but in the morning I find it hard to find my feet , I even get dizzy sometimes ) , I catch sight of the eye , hanging there in the mirror , and , well , for a moment I myself do n’t know what to do with it  .",1,IRAC,3.0,4,"But when I look in the mirror sometimes , in the morning you see , when I ’m still sleepy ( I ’m not a good riser — not that I ’m lazy , mind , I try not to be , but in the morning I find it hard to find my feet , I even get dizzy sometimes ) , I catch sight of the eye , hanging there in the mirror , and , well , for a moment I myself do n’t know what to do with it .",test2,0.0
7606,10007.0,NEG,PattersonJamesSecondHoneymoonBS.txt,Part of me wanted to leap out of my chair and pop the guy with a right hook for trying to make me relive the single worst day of my life  .,1,IRAC,3.0,4,Part of me wanted to leap out of my chair and pop the guy with a right hook for trying to make me relive the single worst day of my life .,AY,0.0
8678,11079.0,NEG,ChanDarcieTheMillRiverRecluseBS.txt,Are you sure you want to wait all summer ?,1,IRAC,3.0,4,Are you sure you want to wait all summer ?,ML,0.0
13889,17796.0,NEG,McLainPaulaTheParisWifeBS.txt,"They ’d carried bodies on stretchers , stepping over other bodies to do it ; they ’d been on stretchers themselves , on slow-moving trains full of flies and the floating voice of someone saying he wanted to be remembered to his girl back home  .",1,IRAC,3.0,4,"They ’d carried bodies on stretchers , stepping over other bodies to do it ; they ’d been on stretchers themselves , on slow-moving trains full of flies and the floating voice of someone saying he wanted to be remembered to his girl back home .",LM,0.0
4930,4930.0,NEG,LastWordsAFinalColl.txt,W .,3,IRAC,3.0,4,"Reports of the Society , with correspondence on the exchanges of plants and books , and quaint local names of flowers , were given in the Magazine until it was brought to a close after Mrs. EWING 'S death : but I am glad to say that the Society itself is still in existence , and any one who wishes to procure a copy of its Rules can do so by sending a stamped envelope to the Secretary , _ Miss Alice Sargant , 7 Belsize Grove , N. W. _ Miss SARGANT was the originator of the scheme , so its management remains in the best possible hands , and Professor OLIVER , of Kew Gardens , has consented to become President in Mrs. EWING 'S place .",test2,0.0
2465,2465.0,NEG,SelfWillUmbrellaPW.txt,"He saw rivulets of urine and faeces running down the gutters between metatarsals , plip-plopping into the commode while up above the cistern splutters unceasing  .",1,IRAC,3.0,4,"He saw rivulets of urine and faeces running down the gutters between metatarsals , plip-plopping into the commode while up above the cistern splutters unceasing . . . That first suicide , which he had not only looked upon but also helped Mboya – the nice nurse – to cut down , had suspended herself from the completely reliable pipe – and so in death she was wedged in the awkward gap between it and a white-painted window that had been halved lengthwise when this cubicle was partitioned into existence – yet more evidence – if any were needed – of how the hospital altered its own cellular structure to create new morphologies for new pathologies to be diagnosed by psychiatrists accredited by new professional associations . . . while the inmates remained the same , patient only in the way she now was : inert , with no sign of her bowels having been emptied apart from . . . that smell .",test1,0.0
3455,3455.0,NEG,BimbiStoriesforChild.txt,"A little farther on , but close at hand , is a cloister with beautiful marble columns and tombs , and a colossal wood-carved Calvary , and beside that a small and very rich chapel ; indeed , so full is the little town of the undisturbed past , that to walk in it is like opening a missal of the Middle Ages , all emblazoned and illuminated with saints and warriors , and it is so clean , and so still , and so noble , by reason of its monuments and its historic color , that I marvel much no one has ever cared to sing its praises  .",1,IRAC,3.0,4,"A little farther on , but close at hand , is a cloister with beautiful marble columns and tombs , and a colossal wood-carved Calvary , and beside that a small and very rich chapel ; indeed , so full is the little town of the undisturbed past , that to walk in it is like opening a missal of the Middle Ages , all emblazoned and illuminated with saints and warriors , and it is so clean , and so still , and so noble , by reason of its monuments and its historic color , that I marvel much no one has ever cared to sing its praises .",test1,0.0
3990,3990.0,NEG,BulawayoNoVioletWeNeedPW.txt,"I bite into a sweet guava ; I do n’t like grinding the bull guava seeds , because they are tough and it takes a long time to do , so I grind them just slightly , sometimes swallow them whole even though I know what will happen later when I ’m squatting  .",1,IRAC,3.0,4,"I bite into a sweet guava ; I do n’t like grinding the bull guava seeds , because they are tough and it takes a long time to do , so I grind them just slightly , sometimes swallow them whole even though I know what will happen later when I ’m squatting .",test2,0.0
9066,11467.0,NEG,MotherWestWindsAnima.txt,""""""""" Oh , """""""" gasped Johnny Chuck , puffing very hard , for you know he is round and fat and roly-poly and it was hard work for him to run , """""""" what will become of my nice new house and what will there be left to eat ? """"""""",1,IRAC,3.0,4,""""""""" Oh , """""""" gasped Johnny Chuck , puffing very hard , for you know he is round and fat and roly-poly and it was hard work for him to run , """""""" what will become of my nice new house and what will there be left to eat ? """"""""",ML,0.0
6285,6285.0,NEG,RowellRainbowEleanor&ParkYA.txt,"He ’d looked like a grown man since the seventh grade , and that was before he grew a full beard  .",1,IRAC,3.0,4,"He ’d looked like a grown man since the seventh grade , and that was before he grew a full beard .",AY,0.0
11275,13703.0,NEG,GruenSaraWaterforElephantsBS.txt,"A coyote howls in the distance , a sound both lonely and familiar , and I sigh , allowing my eyes to close  .",1,IRAC,3.0,4,"A coyote howls in the distance , a sound both lonely and familiar , and I sigh , allowing my eyes to close .",MD,0.0
3920,3920.0,NEG,BlackJennaGlimmerglassYA.txt,It was 8:23 a .,1,IRAC,3.0,4,"It was 8:23 a.m. , and when I ’d last talked to my dad , he ’d estimated that if the plane was on time , I ’d get through customs somewhere around 8:15 .",test2,0.0
5814,5814.0,NEG,VyletaDanTheCrookedMaidPW.txt,"But when I look in the mirror sometimes , in the morning you see , when I ’m still sleepy ( I ’m not a good riser — not that I ’m lazy , mind , I try not to be , but in the morning I find it hard to find my feet , I even get dizzy sometimes ) , I catch sight of the eye , hanging there in the mirror , and , well , for a moment I myself do n’t know what to do with it  .",1,IRAC,3.0,4,"But when I look in the mirror sometimes , in the morning you see , when I ’m still sleepy ( I ’m not a good riser — not that I ’m lazy , mind , I try not to be , but in the morning I find it hard to find my feet , I even get dizzy sometimes ) , I catch sight of the eye , hanging there in the mirror , and , well , for a moment I myself do n’t know what to do with it .",test2,0.0
7121,9517.0,NEG,KrivakAndrewTheSojournPW.txt,"They had come for that purpose , and in the end it assuaged what hardship they found with the two things they knew well this side of the kingdom of heaven : work and family , lone virtues that reminded them of what was good about the old country  .",1,IRAC,3.0,4,"They had come for that purpose , and in the end it assuaged what hardship they found with the two things they knew well this side of the kingdom of heaven : work and family , lone virtues that reminded them of what was good about the old country .",AY,0.0
3590,3590.0,NEG,AmongtheFarmyardPeop.txt,"There was never a Dove who would be a Swallow if he could , yet the plump , quiet , gray and white Doves dearly love the dashing Swallows , and happy is the Squab who can get a Swallow to tell him stories of the great world  .",1,IRAC,3.0,4,"There was never a Dove who would be a Swallow if he could , yet the plump , quiet , gray and white Doves dearly love the dashing Swallows , and happy is the Squab who can get a Swallow to tell him stories of the great world .",test1,0.0
5310,5310.0,NEG,PynchonThomasBleedingEdgePW.txt,"Though this discussion did go on , for a school night , quite late , Heidi ’s escapade does n’t rank as high as some offenses Maxine in fact still finds herself brooding about from back in high school — clothes borrowed but never returned , invitations to nonexistent parties , Heidi-arranged hookups with guys Heidi knew were clinically psychopathic  .",1,IRAC,3.0,4,"Though this discussion did go on , for a school night , quite late , Heidi ’s escapade does n’t rank as high as some offenses Maxine in fact still finds herself brooding about from back in high school — clothes borrowed but never returned , invitations to nonexistent parties , Heidi-arranged hookups with guys Heidi knew were clinically psychopathic .",test2,0.0
13001,15504.0,NEG,Dreamland.txt,"They remained long enough to wake in Larry 's heart a great longing for more , and then they would disappear and he would be all the lonelier for the lack of them  .",1,IRAC,3.0,4,"They remained long enough to wake in Larry 's heart a great longing for more , and then they would disappear and he would be all the lonelier for the lack of them .",MD,0.0
9180,11581.0,NEG,StandifordNatalieCountdownMG.txt,"She jumped up , waving and shouting , “ Hey !",1,IRAC,3.0,4,"She jumped up , waving and shouting , “ Hey ! ” as one of Pierce ’s men leaped for her .",ML,0.0
13868,17775.0,NEG,McLainPaulaTheParisWifeBS.txt,"They ’d carried bodies on stretchers , stepping over other bodies to do it ; they ’d been on stretchers themselves , on slow-moving trains full of flies and the floating voice of someone saying he wanted to be remembered to his girl back home  .",1,IRAC,3.0,4,"They ’d carried bodies on stretchers , stepping over other bodies to do it ; they ’d been on stretchers themselves , on slow-moving trains full of flies and the floating voice of someone saying he wanted to be remembered to his girl back home .",LM,0.0
2462,2462.0,NEG,SelfWillUmbrellaPW.txt,"He saw rivulets of urine and faeces running down the gutters between metatarsals , plip-plopping into the commode while up above the cistern splutters unceasing  .",1,IRAC,3.0,4,"He saw rivulets of urine and faeces running down the gutters between metatarsals , plip-plopping into the commode while up above the cistern splutters unceasing . . . That first suicide , which he had not only looked upon but also helped Mboya – the nice nurse – to cut down , had suspended herself from the completely reliable pipe – and so in death she was wedged in the awkward gap between it and a white-painted window that had been halved lengthwise when this cubicle was partitioned into existence – yet more evidence – if any were needed – of how the hospital altered its own cellular structure to create new morphologies for new pathologies to be diagnosed by psychiatrists accredited by new professional associations . . . while the inmates remained the same , patient only in the way she now was : inert , with no sign of her bowels having been emptied apart from . . . that smell .",test1,0.0
4276,4276.0,NEG,Dreamland.txt,"And then at other times it would all be quite different , and he would see the figures of beautiful maidens in gossamer garments , and they would seem to be at play , flinging flecks of sunlight this way and that , or winding and unwinding their flaky veils to fling them saucily across the face of the sun  .",1,IRAC,3.0,4,"And then at other times it would all be quite different , and he would see the figures of beautiful maidens in gossamer garments , and they would seem to be at play , flinging flecks of sunlight this way and that , or winding and unwinding their flaky veils to fling them saucily across the face of the sun .",test2,0.0
1424,1424.0,NEG,delaCruzMelissaRiseoftheIsleoftheLostMG.txt,"She wore her turquoise hair in a river of long braids that fell down her back , and was partial to patchwork leather dresses and low boots decorated with fishing nets and seashells  .",1,IRAC,3.0,4,"She wore her turquoise hair in a river of long braids that fell down her back , and was partial to patchwork leather dresses and low boots decorated with fishing nets and seashells .",test1,0.0
935,935.0,NEG,CampbellBonnieJoAmericanSalvagePW.txt,"Jerry had gotten the water turned off to the bathroom upstairs , and for two hours he had been staring at the pipes and fixtures , trying to decide how to proceed  .",1,IRAC,3.0,4,"Jerry had gotten the water turned off to the bathroom upstairs , and for two hours he had been staring at the pipes and fixtures , trying to decide how to proceed .",test1,0.0
9178,11579.0,NEG,StandifordNatalieCountdownMG.txt,"She jumped up , waving and shouting , “ Hey !",1,IRAC,3.0,4,"She jumped up , waving and shouting , “ Hey ! ” as one of Pierce ’s men leaped for her .",ML,0.0
5750,5750.0,NEG,VyletaDanTheCrookedMaidPW.txt,"But when I look in the mirror sometimes , in the morning you see , when I ’m still sleepy ( I ’m not a good riser — not that I ’m lazy , mind , I try not to be , but in the morning I find it hard to find my feet , I even get dizzy sometimes ) , I catch sight of the eye , hanging there in the mirror , and , well , for a moment I myself do n’t know what to do with it  .",1,IRAC,3.0,4,"But when I look in the mirror sometimes , in the morning you see , when I ’m still sleepy ( I ’m not a good riser — not that I ’m lazy , mind , I try not to be , but in the morning I find it hard to find my feet , I even get dizzy sometimes ) , I catch sight of the eye , hanging there in the mirror , and , well , for a moment I myself do n’t know what to do with it .",test2,0.0
4792,4792.0,NEG,LastWordsAFinalColl.txt,"The Game of the Earthly Paradise was received with great delight by the readers of the story ; one family of children adopted the word """""""" Mary-meadowing """""""" to describe the work which they did towards beautifying hedges and bare places ; and my sister received many letters of enquiry about the various plants mentioned in her tale  .",1,IRAC,3.0,4,"The Game of the Earthly Paradise was received with great delight by the readers of the story ; one family of children adopted the word """""""" Mary-meadowing """""""" to describe the work which they did towards beautifying hedges and bare places ; and my sister received many letters of enquiry about the various plants mentioned in her tale .",test2,0.0
13095,15598.0,NEG,WhiteheadColsonSagHarbor PW.txt,I was relieved the day he told me that he did n't want to go to my high school  .,1,IRAC,3.0,4,I was relieved the day he told me that he did n't want to go to my high school .,LM,0.0
2507,2507.0,NEG,SelfWillUmbrellaPW.txt,"He saw rivulets of urine and faeces running down the gutters between metatarsals , plip-plopping into the commode while up above the cistern splutters unceasing  .",1,IRAC,3.0,4,"He saw rivulets of urine and faeces running down the gutters between metatarsals , plip-plopping into the commode while up above the cistern splutters unceasing . . . That first suicide , which he had not only looked upon but also helped Mboya – the nice nurse – to cut down , had suspended herself from the completely reliable pipe – and so in death she was wedged in the awkward gap between it and a white-painted window that had been halved lengthwise when this cubicle was partitioned into existence – yet more evidence – if any were needed – of how the hospital altered its own cellular structure to create new morphologies for new pathologies to be diagnosed by psychiatrists accredited by new professional associations . . . while the inmates remained the same , patient only in the way she now was : inert , with no sign of her bowels having been emptied apart from . . . that smell .",test1,0.0
5768,5768.0,NEG,VyletaDanTheCrookedMaidPW.txt,"But when I look in the mirror sometimes , in the morning you see , when I ’m still sleepy ( I ’m not a good riser — not that I ’m lazy , mind , I try not to be , but in the morning I find it hard to find my feet , I even get dizzy sometimes ) , I catch sight of the eye , hanging there in the mirror , and , well , for a moment I myself do n’t know what to do with it  .",1,IRAC,3.0,4,"But when I look in the mirror sometimes , in the morning you see , when I ’m still sleepy ( I ’m not a good riser — not that I ’m lazy , mind , I try not to be , but in the morning I find it hard to find my feet , I even get dizzy sometimes ) , I catch sight of the eye , hanging there in the mirror , and , well , for a moment I myself do n’t know what to do with it .",test2,0.0
6023,6023.0,NEG,AtkinsonKateLifeAfterLifeBS.txt,"The water was up to Ursula ’s armpits now and she started to cry and pull on Pamela ’s hand , trying to stop her from going any further  .",1,IRAC,3.0,4,"The water was up to Ursula ’s armpits now and she started to cry and pull on Pamela ’s hand , trying to stop her from going any further .",AY,0.0
7605,10006.0,NEG,PattersonJamesSecondHoneymoonBS.txt,Part of me wanted to leap out of my chair and pop the guy with a right hook for trying to make me relive the single worst day of my life  .,1,IRAC,3.0,4,Part of me wanted to leap out of my chair and pop the guy with a right hook for trying to make me relive the single worst day of my life .,AY,0.0
4920,4920.0,NEG,LastWordsAFinalColl.txt,W .,3,IRAC,3.0,4,"Reports of the Society , with correspondence on the exchanges of plants and books , and quaint local names of flowers , were given in the Magazine until it was brought to a close after Mrs. EWING 'S death : but I am glad to say that the Society itself is still in existence , and any one who wishes to procure a copy of its Rules can do so by sending a stamped envelope to the Secretary , _ Miss Alice Sargant , 7 Belsize Grove , N. W. _ Miss SARGANT was the originator of the scheme , so its management remains in the best possible hands , and Professor OLIVER , of Kew Gardens , has consented to become President in Mrs. EWING 'S place .",test2,0.0
5578,5578.0,NEG,StoriesofManyLands.txt,"TO THE LITTLE COUSINS ANNIE , KITTY , AND CORDELIA I dedicate this book to you , my dearest dears , with more love than I have ink to write out , and more good wishes and fond hopes than any printer would care to print  .",1,IRAC,3.0,4,"TO THE LITTLE COUSINS ANNIE , KITTY , AND CORDELIA I dedicate this book to you , my dearest dears , with more love than I have ink to write out , and more good wishes and fond hopes than any printer would care to print .",test2,0.0
4653,4653.0,NEG,GunpowderTreasonandP.txt,"Now , the winning of these three events would make Granby """""""" champion """""""" for the year , a position greatly desired by these athletes of thirteen and fourteen years ; and when Granby sallied forth on the afternoon of the great day , equipped in his racing garments , he carried an ambitious and an intensely-agitated heart within his buttoned-up greatcoat , being resolved to win that championship or perish in the attempt  .",1,IRAC,3.0,4,"Now , the winning of these three events would make Granby """""""" champion """""""" for the year , a position greatly desired by these athletes of thirteen and fourteen years ; and when Granby sallied forth on the afternoon of the great day , equipped in his racing garments , he carried an ambitious and an intensely-agitated heart within his buttoned-up greatcoat , being resolved to win that championship or perish in the attempt .",test2,0.0
13899,17806.0,NEG,PullingerKateMistressofNothingPW.txt,"My Lady directs traffic from the settee , but she is weakened again , and I try to prevent her from working  .",1,IRAC,3.0,4,"My Lady directs traffic from the settee , but she is weakened again , and I try to prevent her from working .",LM,0.0
12019,14447.0,NEG,AllAboutJohnnieJones.txt,"or """""""" did it really happen ? """"""""",2,IRAC,3.0,4,"That all children crave the story which is , or might be , true is evidenced by the expression of their faces when their inevitable question , """""""" is it really true ? """""""" or """""""" did it really happen ? """""""" is answered in the affirmative .",MD,0.0
10684,13112.0,NEG,LahiriJhumpaLowlandPW.txt,"In May it was reported that a group of peasants , male and female , attacked a police inspector with bows and arrows , killing him  .",1,IRAC,3.0,4,"In May it was reported that a group of peasants , male and female , attacked a police inspector with bows and arrows , killing him .",MD,0.0
2511,2511.0,NEG,SelfWillUmbrellaPW.txt,"He saw rivulets of urine and faeces running down the gutters between metatarsals , plip-plopping into the commode while up above the cistern splutters unceasing  .",1,IRAC,3.0,4,"He saw rivulets of urine and faeces running down the gutters between metatarsals , plip-plopping into the commode while up above the cistern splutters unceasing . . . That first suicide , which he had not only looked upon but also helped Mboya – the nice nurse – to cut down , had suspended herself from the completely reliable pipe – and so in death she was wedged in the awkward gap between it and a white-painted window that had been halved lengthwise when this cubicle was partitioned into existence – yet more evidence – if any were needed – of how the hospital altered its own cellular structure to create new morphologies for new pathologies to be diagnosed by psychiatrists accredited by new professional associations . . . while the inmates remained the same , patient only in the way she now was : inert , with no sign of her bowels having been emptied apart from . . . that smell .",test1,0.0
5762,5762.0,NEG,VyletaDanTheCrookedMaidPW.txt,"But when I look in the mirror sometimes , in the morning you see , when I ’m still sleepy ( I ’m not a good riser — not that I ’m lazy , mind , I try not to be , but in the morning I find it hard to find my feet , I even get dizzy sometimes ) , I catch sight of the eye , hanging there in the mirror , and , well , for a moment I myself do n’t know what to do with it  .",1,IRAC,3.0,4,"But when I look in the mirror sometimes , in the morning you see , when I ’m still sleepy ( I ’m not a good riser — not that I ’m lazy , mind , I try not to be , but in the morning I find it hard to find my feet , I even get dizzy sometimes ) , I catch sight of the eye , hanging there in the mirror , and , well , for a moment I myself do n’t know what to do with it .",test2,0.0
1422,1422.0,NEG,delaCruzMelissaRiseoftheIsleoftheLostMG.txt,"She wore her turquoise hair in a river of long braids that fell down her back , and was partial to patchwork leather dresses and low boots decorated with fishing nets and seashells  .",1,IRAC,3.0,4,"She wore her turquoise hair in a river of long braids that fell down her back , and was partial to patchwork leather dresses and low boots decorated with fishing nets and seashells .",test1,0.0
3604,3604.0,NEG,AmongtheFarmyardPeop.txt,"There was never a Dove who would be a Swallow if he could , yet the plump , quiet , gray and white Doves dearly love the dashing Swallows , and happy is the Squab who can get a Swallow to tell him stories of the great world  .",1,IRAC,3.0,4,"There was never a Dove who would be a Swallow if he could , yet the plump , quiet , gray and white Doves dearly love the dashing Swallows , and happy is the Squab who can get a Swallow to tell him stories of the great world .",test1,0.0
4798,4798.0,NEG,LastWordsAFinalColl.txt,"The Game of the Earthly Paradise was received with great delight by the readers of the story ; one family of children adopted the word """""""" Mary-meadowing """""""" to describe the work which they did towards beautifying hedges and bare places ; and my sister received many letters of enquiry about the various plants mentioned in her tale  .",1,IRAC,3.0,4,"The Game of the Earthly Paradise was received with great delight by the readers of the story ; one family of children adopted the word """""""" Mary-meadowing """""""" to describe the work which they did towards beautifying hedges and bare places ; and my sister received many letters of enquiry about the various plants mentioned in her tale .",test2,0.0
7603,10004.0,NEG,PattersonJamesSecondHoneymoonBS.txt,Part of me wanted to leap out of my chair and pop the guy with a right hook for trying to make me relive the single worst day of my life  .,1,IRAC,3.0,4,Part of me wanted to leap out of my chair and pop the guy with a right hook for trying to make me relive the single worst day of my life .,AY,0.0
3142,3142.0,NEG,CassKieraTheEliteYA.txt,"He was n’t technically my boyfriend anymore — he ’d broken up with me before my name was even drawn for the Selection — but when he showed up at the palace as one of the guards , all the feelings I ’d been trying to let go of flooded my heart  .",1,IRAC,3.0,4,"He was n’t technically my boyfriend anymore — he ’d broken up with me before my name was even drawn for the Selection — but when he showed up at the palace as one of the guards , all the feelings I ’d been trying to let go of flooded my heart .",test1,0.0
2068,2068.0,NEG,AuntJosScrapBagVIAn.txt,"Pa told him to bring a dezzen oranges , if they war n't too high ! """"""""",1,IRAC,3.0,4,"Pa told him to bring a dezzen oranges , if they war n't too high ! """""""" shouted Sol and Seth , running to the door , while the girls smacked their lips at the thought of this rare treat , and Baby threw his apple overboard , as if getting ready for a new cargo .",test1,0.0
1093,1093.0,NEG,EverettPercivalPercivalEverettPW.txt,"You see I have this one finger that works , a shutter finger , and so I want a camera , he said to me  .",1,IRAC,3.0,4,"You see I have this one finger that works , a shutter finger , and so I want a camera , he said to me .",test1,0.0
928,928.0,NEG,CampbellBonnieJoAmericanSalvagePW.txt,"Jerry had gotten the water turned off to the bathroom upstairs , and for two hours he had been staring at the pipes and fixtures , trying to decide how to proceed  .",1,IRAC,3.0,4,"Jerry had gotten the water turned off to the bathroom upstairs , and for two hours he had been staring at the pipes and fixtures , trying to decide how to proceed .",test1,0.0
8453,10854.0,NEG,HempelAmyTheCollectedStoriesofAmyHempelPW.txt,”,2,IRAC,3.0,4,Wo n’t chafe or ride up . ”,AY,0.0
3979,3979.0,NEG,BulawayoNoVioletWeNeedPW.txt,"I bite into a sweet guava ; I do n’t like grinding the bull guava seeds , because they are tough and it takes a long time to do , so I grind them just slightly , sometimes swallow them whole even though I know what will happen later when I ’m squatting  .",1,IRAC,3.0,4,"I bite into a sweet guava ; I do n’t like grinding the bull guava seeds , because they are tough and it takes a long time to do , so I grind them just slightly , sometimes swallow them whole even though I know what will happen later when I ’m squatting .",test2,0.0
9069,11470.0,NEG,MotherWestWindsAnima.txt,""""""""" Oh , """""""" gasped Johnny Chuck , puffing very hard , for you know he is round and fat and roly-poly and it was hard work for him to run , """""""" what will become of my nice new house and what will there be left to eat ? """"""""",1,IRAC,3.0,4,""""""""" Oh , """""""" gasped Johnny Chuck , puffing very hard , for you know he is round and fat and roly-poly and it was hard work for him to run , """""""" what will become of my nice new house and what will there be left to eat ? """"""""",ML,0.0
10723,13151.0,NEG,SorrentinoChristopherTrancePW.txt,"Its rulingclass victim had renounced her victimhood , disavowing the very self that had been victimized and thereby annulling the crime that millions had been convinced took place  .",1,IRAC,3.0,4,"Its rulingclass victim had renounced her victimhood , disavowing the very self that had been victimized and thereby annulling the crime that millions had been convinced took place .",MD,0.0
5765,5765.0,NEG,VyletaDanTheCrookedMaidPW.txt,"But when I look in the mirror sometimes , in the morning you see , when I ’m still sleepy ( I ’m not a good riser — not that I ’m lazy , mind , I try not to be , but in the morning I find it hard to find my feet , I even get dizzy sometimes ) , I catch sight of the eye , hanging there in the mirror , and , well , for a moment I myself do n’t know what to do with it  .",1,IRAC,3.0,4,"But when I look in the mirror sometimes , in the morning you see , when I ’m still sleepy ( I ’m not a good riser — not that I ’m lazy , mind , I try not to be , but in the morning I find it hard to find my feet , I even get dizzy sometimes ) , I catch sight of the eye , hanging there in the mirror , and , well , for a moment I myself do n’t know what to do with it .",test2,0.0
2488,2488.0,NEG,SelfWillUmbrellaPW.txt,"He saw rivulets of urine and faeces running down the gutters between metatarsals , plip-plopping into the commode while up above the cistern splutters unceasing  .",1,IRAC,3.0,4,"He saw rivulets of urine and faeces running down the gutters between metatarsals , plip-plopping into the commode while up above the cistern splutters unceasing . . . That first suicide , which he had not only looked upon but also helped Mboya – the nice nurse – to cut down , had suspended herself from the completely reliable pipe – and so in death she was wedged in the awkward gap between it and a white-painted window that had been halved lengthwise when this cubicle was partitioned into existence – yet more evidence – if any were needed – of how the hospital altered its own cellular structure to create new morphologies for new pathologies to be diagnosed by psychiatrists accredited by new professional associations . . . while the inmates remained the same , patient only in the way she now was : inert , with no sign of her bowels having been emptied apart from . . . that smell .",test1,0.0
4275,4275.0,NEG,Dreamland.txt,"And then at other times it would all be quite different , and he would see the figures of beautiful maidens in gossamer garments , and they would seem to be at play , flinging flecks of sunlight this way and that , or winding and unwinding their flaky veils to fling them saucily across the face of the sun  .",1,IRAC,3.0,4,"And then at other times it would all be quite different , and he would see the figures of beautiful maidens in gossamer garments , and they would seem to be at play , flinging flecks of sunlight this way and that , or winding and unwinding their flaky veils to fling them saucily across the face of the sun .",test2,0.0
8680,11081.0,NEG,ChanDarcieTheMillRiverRecluseBS.txt,Are you sure you want to wait all summer ?,1,IRAC,3.0,4,Are you sure you want to wait all summer ?,ML,0.0
3123,3123.0,NEG,CassKieraTheEliteYA.txt,"He was n’t technically my boyfriend anymore — he ’d broken up with me before my name was even drawn for the Selection — but when he showed up at the palace as one of the guards , all the feelings I ’d been trying to let go of flooded my heart  .",1,IRAC,3.0,4,"He was n’t technically my boyfriend anymore — he ’d broken up with me before my name was even drawn for the Selection — but when he showed up at the palace as one of the guards , all the feelings I ’d been trying to let go of flooded my heart .",test1,0.0
4879,4879.0,NEG,LastWordsAFinalColl.txt,W .,3,IRAC,3.0,4,"Reports of the Society , with correspondence on the exchanges of plants and books , and quaint local names of flowers , were given in the Magazine until it was brought to a close after Mrs. EWING 'S death : but I am glad to say that the Society itself is still in existence , and any one who wishes to procure a copy of its Rules can do so by sending a stamped envelope to the Secretary , _ Miss Alice Sargant , 7 Belsize Grove , N. W. _ Miss SARGANT was the originator of the scheme , so its management remains in the best possible hands , and Professor OLIVER , of Kew Gardens , has consented to become President in Mrs. EWING 'S place .",test2,0.0
3430,3430.0,NEG,BimbiStoriesforChild.txt,"A little farther on , but close at hand , is a cloister with beautiful marble columns and tombs , and a colossal wood-carved Calvary , and beside that a small and very rich chapel ; indeed , so full is the little town of the undisturbed past , that to walk in it is like opening a missal of the Middle Ages , all emblazoned and illuminated with saints and warriors , and it is so clean , and so still , and so noble , by reason of its monuments and its historic color , that I marvel much no one has ever cared to sing its praises  .",1,IRAC,3.0,4,"A little farther on , but close at hand , is a cloister with beautiful marble columns and tombs , and a colossal wood-carved Calvary , and beside that a small and very rich chapel ; indeed , so full is the little town of the undisturbed past , that to walk in it is like opening a missal of the Middle Ages , all emblazoned and illuminated with saints and warriors , and it is so clean , and so still , and so noble , by reason of its monuments and its historic color , that I marvel much no one has ever cared to sing its praises .",test1,0.0
8700,11101.0,NEG,ThePearlBoxContaini.txt,"A few hours before his death he revived up , and his first request was to be bathed in the river ; but his mother persuaded him to be sponged only , as the river water would be too cold for his weak frame  .",1,IRAC,3.0,4,"A few hours before his death he revived up , and his first request was to be bathed in the river ; but his mother persuaded him to be sponged only , as the river water would be too cold for his weak frame .",ML,0.0
